id_number,channel,group_name,prov,city,comp_rate,quiz
st_rrdacatimbang,Care,Startek,,,0.846,97.42
st_rruiz,Care,Startek,,,1,100
st_rsengco,Care,Startek,,,1,98.33
st_rsistona,Care,Startek,,,1,94.73
st_rvanzuela,Care,Startek,,,1,95.66
st_ryabut,Care,Startek,,,1,96.75
st_sangeles,Care,Startek,,,0.813,96.67
st_sestaca,Care,Startek,,,0.941,100
st_sganaden,Care,Startek,,,1,100
st_ssantiago,Care,Startek,,,1,99.6
st_sseridon,Care,Startek,,,0.824,92.38
st_stee,Care,Startek,,,1,100
st_svillagracia,Care,Startek,,,1,98.15
st_syoshikawa,Care,Startek,,,0.84,97.03
st_tamoncio,Care,Startek,,,1,97.57
st_vbanaga,Care,Startek,,,1,100
st_vladeras,Care,Startek,,,0.813,95
st_vliban,Care,Startek,,,1,96.36
st_vponce,Care,Startek,,,1,100
st_vquinto,Care,Startek,,,0.818,86.18
st_vranada,Care,Startek,,,1,97.61
st_wcruz,Care,Startek,,,1,94.64
st_wmanalo,Care,Startek,,,0.813,98.67
st_wpalamos,Care,Startek,,,1,94.29
st_wsaballa,Care,Startek,,,0.818,94.24
st_zkaharudin,Care,Startek,,,0.818,83.39
suniya,Corp-retail,CORPON02-ON East,Ontario,Pickering,0.833,98.62
svanderheym,Corp-retail,CORPON03-ON Central,Ontario,Newmarket,0.938,84.43
svasudevan,Corp-retail,CORPON02-ON East,Ontario,Toronto,0.92,84.6
swanigasekera,Corp-retail,CORPCA01-Calgary,Alberta,Calgary,0.917,95.12
swilson,Corp-retail,CORPON04-ON Southeast,Ontario,St. Catharines,0.889,92.78
swoodrich,Care,Windsor,,,0.905,97.61
swurech,Care,Windsor,,,0.882,90
sye,Corp-retail,CORPCA01-Calgary,Alberta,Calgary,0.889,100
syuen,Corp-retail,CORPCA01-Calgary,Alberta,Calgary,0.941,98.75
szahaluk,Care,Windsor,,,1,87.22
tadams,Corp-retail,CORPON04-ON Southeast,Ontario,Mississauga,0.923,98.17
Taransevia,Care,Windsor,,,1,86.67
tbajwa,Corp-retail,CORPCA01-Calgary,Alberta,Calgary,0.846,96.44
tbonwick,Corp-retail,CORPED01-Edmonton,Alberta,Edmonton,0.667,83.33
tcacilhas,Care,Windsor,,,0.875,63.33
tcao,Corp-retail,CORPED01-Edmonton,Alberta,Edmonton,0.923,91.91
tcassisi,Corp-retail,CORPON05-ON Southwest,Ontario,Burlington,0.857,82.34
tcharbonneau,Care,Windsor,,,0.84,84.61
tcollins,Corp-retail,CORPON05-ON Southwest,Ontario,Hamilton,0.833,89.29
tcyr,Care,Windsor,,,1,96.49
tdosanjh,Corp-retail,CORPVA01-Vancouver East,BC,Vancouver,0.75,
tellis,Corp-retail,CORPED01-Edmonton,Alberta,Edmonton,0.913,81.02
tferrer,Corp-retail,CORPON02-ON East,Ontario,Toronto,0.932,83.86
tfischer,Dealer-retail,DEALON03,Ontario,,0.143,85.98
tgil,Corp-retail,CORPVA01-Vancouver East,BC,Vancouver,1,94.25
tharris,Care,Windsor,,,0.947,92.42
thyatt,Corp-retail,CORPON03-ON Central,Ontario,Toronto,0.818,89.95
tjackson,Corp-retail,CORPON04-ON Southeast,Ontario,St. Catharines,0.912,91.3
tjolly,Corp-retail,CORPON04-ON Southeast,Ontario,Brampton,0.9,98
tkanagathasan,Corp-retail,CORPON02-ON East,Ontario,Toronto,0.7,93.63
tkincheung,Corp-retail,CORPON03-ON Central,Ontario,Richmond Hill,0.5,100
tlin,Corp-retail,CORPVA02-Vancouver West,BC,Vancouver,0.96,83.77
tluong,Corp-retail,CORPON02-ON East,Ontario,Toronto,0.941,93.01
tmasood,Corp-retail,CORPON04-ON Southeast,Ontario,Mississauga,0.889,93.85
tmathieu,Corp-retail,CORPON05-ON Southwest,Ontario,Burlington,0.938,91.11
tmcdowell,Corp-retail,CORPON04-ON Southeast,Ontario,St. Catharines,0.875,98.13
tmclaughlin,Corp-retail,CORPON05-ON Southwest,Ontario,Windsor,0.867,96.89
tmeeker,Corp-retail,CORPVA02-Vancouver West,BC,Vancouver,0.905,95.77
tmichaud,Care,Windsor,,,1,91.92
tmoradi,Corp-retail,CORPON03-ON Central,Ontario,Newmarket,0.75,86.19
tmuana,Care,Windsor,,,1,98
tnifo,Corp-retail,CORPON05-ON Southwest,Ontario,Hamilton,0.903,87.94
tparameswaran,Corp-retail,CORPON04-ON Southeast,Ontario,Toronto,0.824,91.04
tp_aabdo,Care,Teleperformance,,,0.944,97.78
tp_aabokamel,Care,Teleperformance,,,0.857,92.68
tp_aahmed2,Care,Teleperformance,,,0.857,91.41
tp_aayoup,Care,Teleperformance,,,0.5,10
tp_abadr,Care,Teleperformance,,,1,98.53
tp_abdallah,Care,Teleperformance,,,0.857,83.52
tp_abdallah2,Care,Teleperformance,,,1,93.43
tp_abdeen,Care,Teleperformance,,,0.875,88.18
tp_abdelgawad,Care,Teleperformance,,,0.8,87.17
tp_abdelhalim,Care,Teleperformance,,,0.857,93.01
tp_abdelhamid,Care,Teleperformance,,,0.867,92.68
tp_abdelmonem,Care,Teleperformance,,,0.4,79.76
tp_abdo,Care,Teleperformance,,,0.857,89.15
tp_abtaha,Care,Teleperformance,,,0.833,98.9
tp_aelsayed2,Care,Teleperformance,,,1,94.54
tp_aelshenawy,Care,Teleperformance,,,1,95.36
tp_agenina,Care,Teleperformance,,,0.909,85.41
tp_ahkilany,Care,Teleperformance,,,1,93.74
tp_ahmali2,Care,Teleperformance,,,1,
tp_ahmekhaled,Care,Teleperformance,,,1,95.24
tp_ahmghonemy,Care,Teleperformance,,,0.857,80.93
tp_ahmmohamed,Care,Teleperformance,,,0.4,39.45
tp_ahmostafa,Care,Teleperformance,,,0.9,92.22
tp_ahmothman,Care,Teleperformance,,,1,97.5
tp_ahmragab,Care,Teleperformance,,,1,97.77
tp_ahmyehia,Care,Teleperformance,,,0.7,78.27
tp_ahsaleh,Care,Teleperformance,,,0.667,72.97
tp_ahyousef,Care,Teleperformance,,,1,92.86
tp_alammohamed,Care,Teleperformance,,,0.636,
tp_alamohamed,Care,Teleperformance,,,1,93.35
tp_almograbe,Care,Teleperformance,,,1,91.07
tp_alnasr,Care,Teleperformance,,,0.929,96.67
tp_amadkour,Care,Teleperformance,,,0.833,85.46
tp_amohamed2,Care,Teleperformance,,,0.625,82.68
tp_aothman,Care,Teleperformance,,,1,100
tp_arhassanin,Care,Teleperformance,,,0.889,81.67
tp_atefhassan,Care,Teleperformance,,,0.8,85.31
tp_atigeith,Care,Teleperformance,,,0.667,75.44
tp_attia,Care,Teleperformance,,,0.5,85.62
tp_ayamohamed,Care,Teleperformance,,,0.909,93.94
tp_ayamostafa,Care,Teleperformance,,,0.8,87.78
tp_aymohamed,Care,Teleperformance,,,0.714,83.95
tp_badr,Care,Teleperformance,,,0.846,85.5
tp_barakat,Care,Teleperformance,,,1,93.94
tp_bashalby,Care,Teleperformance,,,0.625,77.3
tp_boktor,Care,Teleperformance,,,0.625,80.83
tp_bothman,Care,Teleperformance,,,0,
tp_daliayoussef,Care,Teleperformance,,,0.583,71.36
tp_dawit,Care,Teleperformance,,,1,85.55
tp_difahmy,Care,Teleperformance,,,0.727,78.78
tp_dmfarid,Care,Teleperformance,,,0.778,73.15
tp_ealkhawam,Care,Teleperformance,,,0.9,95.78
tp_easmostafa,Care,Teleperformance,,,1,97.53
tp_ehsaad,Care,Teleperformance,,,0.5,
tp_elashmawy,Care,Teleperformance,,,0.857,88.78
tp_elhamalawy,Care,Teleperformance,,,1,95.57
tp_elshazly,Care,Teleperformance,,,1,95.27
tp_emsayed,Care,Teleperformance,,,0.75,72.43
tp_esayed,Care,Teleperformance,,,0,61.1
tp_esorour,Care,Teleperformance,,,0.75,
tp_farahat,Care,Teleperformance,,,0.4,81.65
tp_fezzat,Care,Teleperformance,,,0.929,91.21
tp_fysoliman,Care,Teleperformance,,,1,97.78
tp_ghanim,Care,Teleperformance,,,0.882,88.16
tp_habodagher,Care,Teleperformance,,,0.778,84.69
tp_hagelgamal,Care,Teleperformance,,,0.8,84.45
tp_halima,Care,Teleperformance,,,0.5,93.34
tp_hassan,Care,Teleperformance,,,1,93.56
tp_hazali,Care,Teleperformance,,,1,95.87
tp_hekamel,Care,Teleperformance,,,0.938,92.59
tp_hmaddah,Care,Teleperformance,,,1,
tp_hmohamed,Care,Teleperformance,,,1,95.18
tp_hossgendy,Care,Teleperformance,,,0.824,85.66
tp_hshaaban,Care,Teleperformance,,,1,88.64
tp_hsoliman,Care,Teleperformance,,,0.857,78.81
tp_iali,Care,Teleperformance,,,1,94.08
tp_ihashour,Care,Teleperformance,,,0.667,40
tp_iwahab,Care,Teleperformance,,,0.833,89.95
tp_kabdallah,Care,Teleperformance,,,1,95.05
tp_kabdelkader,Care,Teleperformance,,,1,96.75
tp_kamaleldeen,Care,Teleperformance,,,0.889,88.62
tp_khalaf,Care,Teleperformance,,,0.538,85.83
tp_khattab,Care,Teleperformance,,,1,100
tp_kkawuma,Care,Teleperformance,,,0.8,85.28
tp_labib,Care,Teleperformance,,,0.6,76.4
tp_lashabaan,Care,Teleperformance,,,1,89.2
tp_lazouz,Care,Teleperformance,,,1,
tp_lelkawy,Care,Teleperformance,,,0.909,88.89
tp_mabdelmaseh,Care,Teleperformance,,,1,93.33
tp_mabdelmonem,Care,Teleperformance,,,0.75,85.6
tp_madselim,Care,Teleperformance,,,0.8,94.16
tp_mahanfy,Care,Teleperformance,,,0.857,72.88
tp_mahmed,Care,Teleperformance,,,0.8,90.52
tp_mahmoud2,Care,Teleperformance,,,1,93.61
tp_mahzalat,Care,Teleperformance,,,1,87.8
tp_marahmed,Care,Teleperformance,,,0.5,72.97
tp_mbarakat,Care,Teleperformance,,,0.933,100
tp_mbarsom,Care,Teleperformance,,,0.6,83.99
tp_mdarwesh,Care,Teleperformance,,,0.889,77.78
tp_mdouhan,Care,Teleperformance,,,0.556,68.1
tp_mehmohamed,Care,Teleperformance,,,0.818,88.22
tp_melrihawi,Care,Teleperformance,,,0.938,92.59
tp_melsahar,Care,Teleperformance,,,1,93.46
tp_melshimmi,Care,Teleperformance,,,0.6,72.78
tp_mhassan,Care,Teleperformance,,,0.8,86.94
tp_mhekal,Care,Teleperformance,,,0.727,85.19
tp_mkirles,Care,Teleperformance,,,1,
tp_mmankarios,Care,Teleperformance,,,0.885,90.21
tp_mmetwaly,Care,Teleperformance,,,1,92.35
tp_mmohamed,Care,Teleperformance,,,1,92.25
tp_mmorsy,Care,Teleperformance,,,1,95.31
tp_mmothman,Care,Teleperformance,,,0.75,78.73
tp_mnmibrahim,Care,Teleperformance,,,0.857,90
tp_moali,Care,Teleperformance,,,1,
tp_mofakhry,Care,Teleperformance,,,0.923,83.93
tp_mohamdeen,Care,Teleperformance,,,1,95.58
tp_mohamed2,Care,Teleperformance,,,1,87.4
tp_mohamed3,Care,Teleperformance,,,1,90.98
tp_mohelnaby,Care,Teleperformance,,,1,98.12
tp_mohgabr,Care,Teleperformance,,,1,99.45
tp_mohmagdy,Care,Teleperformance,,,0.714,79.44
tp_mohmsherif,Care,Teleperformance,,,0.9,89.88
tp_mohshehata,Care,Teleperformance,,,1,90.33
tp_monaguib,Care,Teleperformance,,,0.833,91.4
tp_morahmed,Care,Teleperformance,,,1,
tp_mosaid,Care,Teleperformance,,,1,91.33
tp_mostafa,Care,Teleperformance,,,0.778,87.79
tp_moustafa,Care,Teleperformance,,,1,90.89
tp_msaahmed,Care,Teleperformance,,,0.857,83.7
tp_msalama,Care,Teleperformance,,,1,94.16
tp_msmohamed,Care,Teleperformance,,,0.9,92.84
tp_myoussef,Care,Teleperformance,,,0.769,89.29
tp_mzaki,Care,Teleperformance,,,1,96.7
tp_mzaky,Care,Teleperformance,,,0.9,84.16
tp_nagdy,Care,Teleperformance,,,0.857,88.36
tp_naswahab,Care,Teleperformance,,,0.833,85.78
tp_nehab,Care,Teleperformance,,,1,92.73
tp_nelamin,Care,Teleperformance,,,1,93.56
tp_nibrah,Care,Teleperformance,,,0.867,82.92
tp_noamany,Care,Teleperformance,,,0.625,86.25
tp_noumahmoud,Care,Teleperformance,,,0.5,58.9
tp_nsweilm,Care,Teleperformance,,,0.889,81.39
tp_oabdelatef,Care,Teleperformance,,,1,93.96
tp_osalama,Care,Teleperformance,,,0.75,88.4
tp_osharkawy,Care,Teleperformance,,,0.727,85.56
tp_osman,Care,Teleperformance,,,1,93.75
tp_ozahran,Care,Teleperformance,,,1,90.91
tp_qassem,Care,Teleperformance,,,1,92.58
tp_rabdelgawad,Care,Teleperformance,,,1,93.19
tp_rady,Care,Teleperformance,,,0.8,86.29
tp_ramah,Care,Teleperformance,,,0.875,92.32
tp_ribrahim,Care,Teleperformance,,,1,93.75
tp_rmetwaly,Care,Teleperformance,,,0.75,88.52
tp_rmohamed,Care,Teleperformance,,,1,93.7
tp_romar,Care,Teleperformance,,,0.929,91.82
tp_saad,Care,Teleperformance,,,0.889,88.78
tp_saeekhalil,Care,Teleperformance,,,0.625,71.11
tp_saessawy,Care,Teleperformance,,,1,96
tp_saibrahim,Care,Teleperformance,,,1,93.98
tp_samhosary,Care,Teleperformance,,,0.923,93.74
tp_sanad,Care,Teleperformance,,,1,96.42
tp_sarhmed,Care,Teleperformance,,,1,91.73
tp_sbayoumy,Care,Teleperformance,,,0.769,88.17
tp_sbsayed,Care,Teleperformance,,,0.8,87.78
tp_sdwidar,Care,Teleperformance,,,0.846,82.47
tp_seahmed,Care,Teleperformance,,,0.833,84.88
tp_selsahzly,Care,Teleperformance,,,1,92.31
tp_selsamd,Care,Teleperformance,,,0.714,67.03
tp_shafek,Care,Teleperformance,,,1,95.18
tp_shahen,Care,Teleperformance,,,1,95.91
tp_shametwally,Care,Teleperformance,,,0.625,61.43
tp_sharafeldeen,Care,Teleperformance,,,1,85.18
tp_shehata,Care,Teleperformance,,,1,95.66
tp_shemoussa,Care,Teleperformance,,,0.75,83.33
tp_shetawfek,Care,Teleperformance,,,0.5,74.45
tp_sheyoussef,Care,Teleperformance,,,0,
tp_shnkhidr,Care,Teleperformance,,,1,100
tp_shsedra,Care,Teleperformance,,,1,99.23
tp_smohamed,Care,Teleperformance,,,0.8,87.53
tp_smoustafa,Care,Teleperformance,,,1,95.52
tp_soliman,Care,Teleperformance,,,1,95.97
tp_sselnagar,Care,Teleperformance,,,1,94.16
tp_staher,Care,Teleperformance,,,1,94.54
tp_starek,Care,Teleperformance,,,1,94.07
tp_syelsayed,Care,Teleperformance,,,1,92.5
tp_szakry,Care,Teleperformance,,,0.2,44.73
tp_tarmanious,Care,Teleperformance,,,1,96.87
tp_tismail,Care,Teleperformance,,,1,94.63
tp_tolba,Care,Teleperformance,,,0.667,85.49
tp_vsalman,Care,Teleperformance,,,1,93.02
tp_wigithiea,Care,Teleperformance,,,0.8,73.7
tp_yaribrahim,Care,Teleperformance,,,0.7,78.89
tp_yelserky,Care,Teleperformance,,,1,94.03
tp_ymohamed,Care,Teleperformance,,,1,95.58
tp_ymoussa,Care,Teleperformance,,,1,92.28
tp_yomabdo,Care,Teleperformance,,,0.833,86.97
tp_yosoliman,Care,Teleperformance,,,1,95.89
tp_yousef,Care,Teleperformance,,,0.375,75.41
tp_youssamer,Care,Teleperformance,,,0.929,89.09
tp_yyoussef,Care,Teleperformance,,,1,90.16
tp_yzaki,Care,Teleperformance,,,0.938,88.56
trizwan,Corp-retail,CORPON01-Ottawa,Ontario,Ottawa,0.692,81.25
trmisu,Dealer-retail,DEALON01,Ontario,,0.588,70.13
trmsayodele,Dealer-retail,DEALON01,Ontario,,0.714,83.76
trmtsalim,Dealer-retail,DEALON01,Ontario,,0.889,92.9
trmtyuthok,Dealer-retail,DEALON01,Ontario,,0.9,99.39
trmtzewdu,Dealer-retail,DEALON01,Ontario,,0.769,86.87
tsivasithamparam,Corp-retail,CORPON02-ON East,Ontario,Toronto,0.852,90.96
tslivarich,Corp-retail,CORPVA02-Vancouver West,BC,Vancouver,0.977,97.49
tsmall,Corp-retail,CORPON02-ON East,Ontario,Toronto,0.846,96
tsmith,Corp-retail,CORPCA01-Calgary,Alberta,Calgary,0.857,100
tsong,Corp-retail,CORPVA02-Vancouver West,BC,Vancouver,0.933,96.92
tstrachan,Care,Windsor,,,1,100
ttam,Corp-retail,CORPVA01-Vancouver East,BC,Vancouver,0.905,92.8
ttran2,Corp-retail,CORPCA01-Calgary,Alberta,Calgary,0.895,89.48
ttravis-dunn,Care,Windsor,,,1,95.9
ttsang,Corp-retail,CORPVA01-Vancouver East,BC,Vancouver,0.733,94.13
tvigneswaran,Corp-retail,CORPON04-ON Southeast,Ontario,Toronto,0.94,91.19
twarry,Corp-retail,CORPON05-ON Southwest,Ontario,Hamilton,0.833,96.48
twolvekamp,Corp-retail,CORPON05-ON Southwest,Ontario,Guelph,0.9,90
twong,Corp-retail,CORPCA01-Calgary,Alberta,Calgary,0.903,95.5
uakbarali,Corp-retail,CORPON04-ON Southeast,Ontario,Toronto,0.813,92.66
ukamran,Corp-retail,CORPCA01-Calgary,Alberta,Calgary,0.833,95.39
ukhokhar,Corp-retail,CORPON03-ON Central,Ontario,Woodbridge,0.974,93.86
vambikainathan,Corp-retail,CORPON04-ON Southeast,Ontario,Mississauga,0.769,94.1
vchow,Corp-retail,CORPVA01-Vancouver East,BC,Vancouver,0.985,91.91
vhuynh,Corp-retail,CORPON03-ON Central,Ontario,Toronto,0.893,88.02
vjassal,Corp-retail,CORPON04-ON Southeast,Ontario,Brampton,0.857,93.46
vlam2,Corp-retail,CORPVA02-Vancouver West,BC,Vancouver,0.957,96.44
vloganathan,Corp-retail,CORPON04-ON Southeast,Ontario,Mississauga,0.939,91.41
vmaani,Dealer-retail,DEALON04,Ontario,,0.8,78.05
vmafurniturewala,Dealer-retail,DEALON04,Ontario,,1,100
vmanaeem,Dealer-retail,DEALON04,Ontario,,0.333,67.93
vmartin,Corp-retail,CORPON03-ON Central,Ontario,Barrie,0.909,96.41
vmashams,Dealer-retail,DEALON04,Ontario,,0.714,76.3
vmashenoy,Dealer-retail,DEALON04,Ontario,,1,85
vmcduguay,Dealer-retail,DEALON04,Ontario,,0.333,82.18
vmctello,Dealer-retail,DEALON04,Ontario,,0.571,72.16
vmehna,Corp-retail,CORPON03-ON Central,Ontario,Richmond Hill,0.977,97.37
vmfduguay,Dealer-retail,DEALON04,Ontario,,0.875,87.22
vmfhusseinzadah,Dealer-retail,DEALON04,Ontario,,0.667,81.06
vmfpatel,Dealer-retail,DEALON04,Ontario,,0,60
vmfsharifi,Dealer-retail,DEALON04,Ontario,,1,100
vmgchauhan,Dealer-retail,DEALON04,Ontario,,0.25,52.68
vmgpall,Dealer-retail,DEALON04,Ontario,,1,95
vmhthind,Dealer-retail,DEALON04,Ontario,,0.667,79.84
vmimohammed,Dealer-retail,DEALON04,Ontario,,0.5,65
vmishenyari,Dealer-retail,DEALON04,Ontario,,0.667,90.63
vmjchen,Dealer-retail,DEALON04,Ontario,,0.5,83.75
vmjdankha,Dealer-retail,DEALON04,Ontario,,0.8,75.7
vmjsharifi,Dealer-retail,DEALON04,Ontario,,0.875,98.44
vmjsharpe,Dealer-retail,DEALON04,Ontario,,0.8,78.62
vmjsidat,Dealer-retail,DEALON04,Ontario,,1,81.1
vmjsingh1,Dealer-retail,DEALON04,Ontario,,0,50
vmkbrunton,Dealer-retail,DEALON04,Ontario,,0.75,73.07
vmltorkmani,Dealer-retail,DEALON04,Ontario,,0.875,94.17
vmltorkmani1,Dealer-retail,DEALON04,Ontario,,0.857,93.47
vmmdesai,Dealer-retail,DEALON04,Ontario,,1,93.85
vmmkagdi,Dealer-retail,DEALON04,Ontario,,0.667,87.8
vmmkumar,Dealer-retail,DEALON04,Ontario,,0.333,69.18
vmmluhar,Dealer-retail,DEALON04,Ontario,,1,100
vmmmalik,Dealer-retail,DEALON04,Ontario,,0.889,84.85
vmmmitchell,Dealer-retail,DEALON04,Ontario,,0.5,80.99
vmmmuneer,Dealer-retail,DEALON04,Ontario,,1,84.33
vmmsharifi,Dealer-retail,DEALON04,Ontario,,0.75,95.84
vmnmcroberts,Dealer-retail,DEALON04,Ontario,,0.824,96.25
vmpsidhu,Dealer-retail,DEALON04,Ontario,,0.5,77.5
vmrhaji,Dealer-retail,DEALON04,Ontario,,0.5,45
vmrlatchman,Dealer-retail,DEALON04,Ontario,,0.818,80.96
vmrsaleh,Dealer-retail,DEALON04,Ontario,,0.667,77
vmsalleyne,Dealer-retail,DEALON04,Ontario,,0.909,63.15
vmsaziz,Dealer-retail,DEALON04,Ontario,,0.6,81.95
vmschau,Dealer-retail,DEALON04,Ontario,,1,80
vmskhan,Dealer-retail,DEALON04,Ontario,,0,61.25
vmskhawaja,Dealer-retail,DEALON04,Ontario,,0.833,74.45
vmskhoshaba,Dealer-retail,DEALON04,Ontario,,0.5,65.18
vmsrukina,Dealer-retail,DEALON04,Ontario,,0,71.25
vmszubair,Dealer-retail,DEALON04,Ontario,,0.286,58.71
vmtcastillo,Dealer-retail,DEALON04,Ontario,,0.333,73.75
vmtsutcliffe,Dealer-retail,DEALON04,Ontario,,0.857,87.99
vmuchemwa,Care,Windsor,,,1,95.93
vmymubarik,Dealer-retail,DEALON04,Ontario,,0.25,54.18
vnguyen2,Corp-retail,CORPVA01-Vancouver East,BC,Vancouver,0.962,100
vpolojac,Care,Windsor,,,0.75,77.23
vsiuda,Corp-retail,CORPVA01-Vancouver East,BC,Vancouver,0.939,85.42
vvickinadas,Corp-retail,CORPON04-ON Southeast,Ontario,Oakville,0.826,95.49
vvovk,Corp-retail,CORPVA02-Vancouver West,BC,Vancouver,0.929,98.48
vyaadivincenzo,Dealer-retail,DEALON03,Ontario,,0.818,92.58
vyaaghafar,Dealer-retail,DEALON03,Ontario,,0.8,96.45
vyaakhalid,Dealer-retail,DEALON03,Ontario,,0.778,81.08
vyaakhan,Dealer-retail,DEALON03,Ontario,,0.867,86.81
vyaamuhammad,Dealer-retail,DEALON03,Ontario,,0.688,78.42
vyaarehman,Dealer-retail,DEALON03,Ontario,,0.944,95.23
vyaashah,Dealer-retail,DEALON03,Ontario,,0.625,69.89
vyaasingh,Dealer-retail,DEALON03,Ontario,,0.75,87.61
vyaaugale,Dealer-retail,DEALON03,Ontario,,0.882,97.52
vyabahmed,Dealer-retail,DEALON03,Ontario,,0.917,96.25
vyacpatel,Dealer-retail,DEALON03,Ontario,,0.917,94.7
vyacpatrell,Dealer-retail,DEALON03,Ontario,,0.855,89.12
vyadvides,Dealer-retail,DEALON03,Ontario,,0.953,92.89
vyaedintino,Dealer-retail,DEALON03,Ontario,,0.75,93.41
vyaggreaves,Dealer-retail,DEALON03,Ontario,,0.902,93.4
vyagqazi,Dealer-retail,DEALON03,Ontario,,0.915,92.46
vyajmedford,Dealer-retail,DEALON03,Ontario,,0.867,92.35
vyajpeng,Dealer-retail,DEALON03,Ontario,,0.9,93.64
vyakashraf,Dealer-retail,DEALON03,Ontario,,0.923,98.11
vyaklightwala,Dealer-retail,DEALON03,Ontario,,0.857,87.14
vyakpatel,Dealer-retail,DEALON03,Ontario,,0.9,95.16
vyalpermohmad,Dealer-retail,DEALON03,Ontario,,0.741,93.56
vyaltovar,Dealer-retail,DEALON03,Ontario,,0.894,92.13
vyamganboying,Dealer-retail,DEALON03,Ontario,,0.891,86.42
vyamrush,Dealer-retail,DEALON03,Ontario,,0.878,86.74
vyanahmed,Dealer-retail,DEALON03,Ontario,,0.944,96.29
vyanakhter,Dealer-retail,DEALON03,Ontario,,0.818,94.38
vyanargueta,Dealer-retail,DEALON03,Ontario,,0.857,85.5
vyanrage,Dealer-retail,DEALON03,Ontario,,0.936,88.83
vyaqhu,Dealer-retail,DEALON03,Ontario,,0.857,90.15
vyaramuthan,Dealer-retail,DEALON03,Ontario,,0.865,88.54
vyarsinclair,Dealer-retail,DEALON03,Ontario,,0.824,95
vyaschaudhary,Dealer-retail,DEALON03,Ontario,,0.836,95.13
vyasshaikh,Dealer-retail,DEALON03,Ontario,,0.931,92
vyatcaruso,Dealer-retail,DEALON03,Ontario,,0.727,95.83
vyatkugakumaran,Dealer-retail,DEALON03,Ontario,,0.8,89.88
vyatrahman,Dealer-retail,DEALON03,Ontario,,0.833,92.87
vyatsasikumar,Dealer-retail,DEALON03,Ontario,,0.846,97.78
vyavgopal,Dealer-retail,DEALON03,Ontario,,0.9,96.44
vyaxli,Dealer-retail,DEALON03,Ontario,,0.9,96.82
vyayliu,Dealer-retail,DEALON03,Ontario,,0.9,93.34
vyazali,Dealer-retail,DEALON03,Ontario,,0.925,79.6
vyung,Corp-retail,CORPVA02-Vancouver West,BC,Vancouver,0.923,94.08
wachacoso,Corp-retail,CORPON03-ON Central,Ontario,Woodbridge,0.778,84.44
walkhulaidi,Care,Windsor,,,1,92.86
wbarber,Corp-retail,CORPVA02-Vancouver West,BC,Vancouver,1,88.39
wbobvyas,Dealer-retail,DEALCA01,Alberta,,0.8,
wboga,Dealer-retail,DEALCA01,Alberta,,0.625,69.98
wbonsingh,Dealer-retail,DEALCA01,Alberta,,0.75,71.1
wbosd,Dealer-retail,DEALCA01,Alberta,,0,87.8
wcao,Corp-retail,CORPVA01-Vancouver East,BC,Vancouver,0.931,92.54
wccadatyal,Dealer-retail,DEALED02,Alberta,,0.972,94.12
wccagalappathithi,Dealer-retail,DEALED02,Alberta,,0.925,90.62
wccdchauhan,Dealer-retail,DEALED02,Alberta,,1,95.15
wccmansari,Dealer-retail,DEALED02,Alberta,,0.979,89.31
wccrsharma,Dealer-retail,DEALED02,Alberta,,0.878,89.27
wccssharma,Dealer-retail,DEALED02,Alberta,,0.922,82.88
wccssoni,Dealer-retail,DEALED02,Alberta,,0.902,95.11
wcmaheo,Dealer-retail,DEALVA01,BC,,0.889,97.29
wcmeyoo,Dealer-retail,DEALVA01,BC,,0.778,94.29
wcmhrennie,Dealer-retail,DEALVA01,BC,,0.778,100
wcmjcho,Dealer-retail,DEALVA01,BC,,0.4,77.38
wcmjlee,Dealer-retail,DEALVA01,BC,,0.778,93.77
wcmpkwon,Dealer-retail,DEALVA01,BC,,0,
wcmypark,Dealer-retail,DEALVA01,BC,,0.6,82.42
wcox,Dealer-retail,DEALED02,Alberta,,0.625,88.75
wdar,Corp-retail,CORPON05-ON Southwest,Ontario,Hamilton,0.833,96.66
wedwardjennings,Corp-retail,CORPON02-ON East,Ontario,Toronto,0.961,88.95
whalabi,Corp-retail,CORPED01-Edmonton,Alberta,Edmonton,0.875,92.44
wihaashraf,Dealer-retail,DEALON04,Ontario,,0.972,93.33
wihahajizazi,Dealer-retail,DEALON04,Ontario,,0.969,89.23
wihakasbati,Dealer-retail,DEALON04,Ontario,,0.952,90.55
wihasingh,Dealer-retail,DEALON04,Ontario,,1,98.33
wihbpanchal,Dealer-retail,DEALON04,Ontario,,0.923,94.41
wihdmalaviya,Dealer-retail,DEALON04,Ontario,,0.911,91.58
wihgmenezes,Dealer-retail,DEALON04,Ontario,,0.96,93.41
wihgsingh,Dealer-retail,DEALON04,Ontario,,0.925,93.05
wihhhassan,Dealer-retail,DEALON04,Ontario,,0.938,90
wihhkaur,Dealer-retail,DEALON04,Ontario,,0.833,78.15
wihhmuhammad,Dealer-retail,DEALON04,Ontario,,1,95.94
wihksingh,Dealer-retail,DEALON04,Ontario,,0.949,97.57
wihmafzalaqif,Dealer-retail,DEALON04,Ontario,,1,97.5
wihmmankarios,Dealer-retail,DEALON04,Ontario,,1,93.33
wihnkaur,Dealer-retail,DEALON04,Ontario,,0.977,93.51
wihnmalek,Dealer-retail,DEALON04,Ontario,,1,97.53
wihppanchal,Dealer-retail,DEALON04,Ontario,,0.85,87.36
wihrrupali,Dealer-retail,DEALON04,Ontario,,1,92.91
